"pkg","ver","src","desc"
"adehabitat","1.8.10","Archive/adehabitat/adehabitat_1.8.10.tar.gz","adehabitat_1.8.10.dcf"
"adehabitat","1.8.11","Archive/adehabitat/adehabitat_1.8.11.tar.gz","adehabitat_1.8.11.dcf"
"adehabitat","1.8.1","Archive/adehabitat/adehabitat_1.8.1.tar.gz","adehabitat_1.8.1.dcf"
"adehabitat","1.8.2","Archive/adehabitat/adehabitat_1.8.2.tar.gz","adehabitat_1.8.2.dcf"
"adehabitat","1.8.3","Archive/adehabitat/adehabitat_1.8.3.tar.gz","adehabitat_1.8.3.dcf"
"adehabitat","1.8.4","Archive/adehabitat/adehabitat_1.8.4.tar.gz","adehabitat_1.8.4.dcf"
"adehabitat","1.8.5","Archive/adehabitat/adehabitat_1.8.5.tar.gz","adehabitat_1.8.5.dcf"
"adehabitat","1.8.6","Archive/adehabitat/adehabitat_1.8.6.tar.gz","adehabitat_1.8.6.dcf"
"adehabitat","1.8.7","Archive/adehabitat/adehabitat_1.8.7.tar.gz","adehabitat_1.8.7.dcf"
"adehabitat","1.8.9","Archive/adehabitat/adehabitat_1.8.9.tar.gz","adehabitat_1.8.9.dcf"
"adehabitat","1.8.12","adehabitat_1.8.12.tar.gz","adehabitat_1.8.12.dcf"
"adehabitatHR","0.1","Archive/adehabitatHR/adehabitatHR_0.1.tar.gz","adehabitatHR_0.1.dcf"
"adehabitatHR","0.2","Archive/adehabitatHR/adehabitatHR_0.2.tar.gz","adehabitatHR_0.2.dcf"
"adehabitatHR","0.3.1","Archive/adehabitatHR/adehabitatHR_0.3.1.tar.gz","adehabitatHR_0.3.1.dcf"
"adehabitatHR","0.3.2","Archive/adehabitatHR/adehabitatHR_0.3.2.tar.gz","adehabitatHR_0.3.2.dcf"
"adehabitatHR","0.3.3","Archive/adehabitatHR/adehabitatHR_0.3.3.tar.gz","adehabitatHR_0.3.3.dcf"
"adehabitatHR","0.3.4","Archive/adehabitatHR/adehabitatHR_0.3.4.tar.gz","adehabitatHR_0.3.4.dcf"
"adehabitatHR","0.3","Archive/adehabitatHR/adehabitatHR_0.3.tar.gz","adehabitatHR_0.3.dcf"
"adehabitatHR","0.4.1","Archive/adehabitatHR/adehabitatHR_0.4.1.tar.gz","adehabitatHR_0.4.1.dcf"
"adehabitatHR","0.4.2","Archive/adehabitatHR/adehabitatHR_0.4.2.tar.gz","adehabitatHR_0.4.2.dcf"
"adehabitatHR","0.4.4","Archive/adehabitatHR/adehabitatHR_0.4.4.tar.gz","adehabitatHR_0.4.4.dcf"
"adehabitatHR","0.4.5","Archive/adehabitatHR/adehabitatHR_0.4.5.tar.gz","adehabitatHR_0.4.5.dcf"
"adehabitatHR","0.4.6","Archive/adehabitatHR/adehabitatHR_0.4.6.tar.gz","adehabitatHR_0.4.6.dcf"
"adehabitatHR","0.4.7","Archive/adehabitatHR/adehabitatHR_0.4.7.tar.gz","adehabitatHR_0.4.7.dcf"
"adehabitatHR","0.4.10","adehabitatHR_0.4.10.tar.gz","adehabitatHR_0.4.10.dcf"
"adehabitatHS","0.1","Archive/adehabitatHS/adehabitatHS_0.1.tar.gz","adehabitatHS_0.1.dcf"
"adehabitatHS","0.2","Archive/adehabitatHS/adehabitatHS_0.2.tar.gz","adehabitatHS_0.2.dcf"
"adehabitatHS","0.3.1","Archive/adehabitatHS/adehabitatHS_0.3.1.tar.gz","adehabitatHS_0.3.1.dcf"
"adehabitatHS","0.3.2","Archive/adehabitatHS/adehabitatHS_0.3.2.tar.gz","adehabitatHS_0.3.2.dcf"
"adehabitatHS","0.3.3","Archive/adehabitatHS/adehabitatHS_0.3.3.tar.gz","adehabitatHS_0.3.3.dcf"
"adehabitatHS","0.3.4","Archive/adehabitatHS/adehabitatHS_0.3.4.tar.gz","adehabitatHS_0.3.4.dcf"
"adehabitatHS","0.3.5","Archive/adehabitatHS/adehabitatHS_0.3.5.tar.gz","adehabitatHS_0.3.5.dcf"
"adehabitatHS","0.3.6","Archive/adehabitatHS/adehabitatHS_0.3.6.tar.gz","adehabitatHS_0.3.6.dcf"
"adehabitatHS","0.3.8","adehabitatHS_0.3.8.tar.gz","adehabitatHS_0.3.8.dcf"
"adehabitatLT","0.1","Archive/adehabitatLT/adehabitatLT_0.1.tar.gz","adehabitatLT_0.1.dcf"
"adehabitatLT","0.2","Archive/adehabitatLT/adehabitatLT_0.2.tar.gz","adehabitatLT_0.2.dcf"
"adehabitatLT","0.3.10","Archive/adehabitatLT/adehabitatLT_0.3.10.tar.gz","adehabitatLT_0.3.10.dcf"
"adehabitatLT","0.3.11","Archive/adehabitatLT/adehabitatLT_0.3.11.tar.gz","adehabitatLT_0.3.11.dcf"
"adehabitatLT","0.3.12","Archive/adehabitatLT/adehabitatLT_0.3.12.tar.gz","adehabitatLT_0.3.12.dcf"
"adehabitatLT","0.3.1","Archive/adehabitatLT/adehabitatLT_0.3.1.tar.gz","adehabitatLT_0.3.1.dcf"
"adehabitatLT","0.3.2","Archive/adehabitatLT/adehabitatLT_0.3.2.tar.gz","adehabitatLT_0.3.2.dcf"
"adehabitatLT","0.3.3","Archive/adehabitatLT/adehabitatLT_0.3.3.tar.gz","adehabitatLT_0.3.3.dcf"
"adehabitatLT","0.3.4","Archive/adehabitatLT/adehabitatLT_0.3.4.tar.gz","adehabitatLT_0.3.4.dcf"
"adehabitatLT","0.3.5","Archive/adehabitatLT/adehabitatLT_0.3.5.tar.gz","adehabitatLT_0.3.5.dcf"
"adehabitatLT","0.3.6","Archive/adehabitatLT/adehabitatLT_0.3.6.tar.gz","adehabitatLT_0.3.6.dcf"
"adehabitatLT","0.3.7","Archive/adehabitatLT/adehabitatLT_0.3.7.tar.gz","adehabitatLT_0.3.7.dcf"
"adehabitatLT","0.3.9","Archive/adehabitatLT/adehabitatLT_0.3.9.tar.gz","adehabitatLT_0.3.9.dcf"
"adehabitatLT","0.3","Archive/adehabitatLT/adehabitatLT_0.3.tar.gz","adehabitatLT_0.3.dcf"
"adehabitatLT","0.3.14","adehabitatLT_0.3.14.tar.gz","adehabitatLT_0.3.14.dcf"
"adehabitatMA","0.1","Archive/adehabitatMA/adehabitatMA_0.1.tar.gz","adehabitatMA_0.1.dcf"
"adehabitatMA","0.2","Archive/adehabitatMA/adehabitatMA_0.2.tar.gz","adehabitatMA_0.2.dcf"
"adehabitatMA","0.3.1","Archive/adehabitatMA/adehabitatMA_0.3.1.tar.gz","adehabitatMA_0.3.1.dcf"
"adehabitatMA","0.3.2","Archive/adehabitatMA/adehabitatMA_0.3.2.tar.gz","adehabitatMA_0.3.2.dcf"
"adehabitatMA","0.3.3","Archive/adehabitatMA/adehabitatMA_0.3.3.tar.gz","adehabitatMA_0.3.3.dcf"
"adehabitatMA","0.3.4","Archive/adehabitatMA/adehabitatMA_0.3.4.tar.gz","adehabitatMA_0.3.4.dcf"
"adehabitatMA","0.3.5","Archive/adehabitatMA/adehabitatMA_0.3.5.tar.gz","adehabitatMA_0.3.5.dcf"
"adehabitatMA","0.3.6","Archive/adehabitatMA/adehabitatMA_0.3.6.tar.gz","adehabitatMA_0.3.6.dcf"
"adehabitatMA","0.3","Archive/adehabitatMA/adehabitatMA_0.3.tar.gz","adehabitatMA_0.3.dcf"
"adehabitatMA","0.3.8","adehabitatMA_0.3.8.tar.gz","adehabitatMA_0.3.8.dcf"
"adephylo","1.0-1","Archive/adephylo/adephylo_1.0-1.tar.gz","adephylo_1.0-1.dcf"
"adephylo","1.0-2","Archive/adephylo/adephylo_1.0-2.tar.gz","adephylo_1.0-2.dcf"
"adephylo","1.1-0","Archive/adephylo/adephylo_1.1-0.tar.gz","adephylo_1.1-0.dcf"
"adephylo","1.1-1","Archive/adephylo/adephylo_1.1-1.tar.gz","adephylo_1.1-1.dcf"
"adephylo","1.1-2","Archive/adephylo/adephylo_1.1-2.tar.gz","adephylo_1.1-2.dcf"
"adephylo","1.1-3","Archive/adephylo/adephylo_1.1-3.tar.gz","adephylo_1.1-3.dcf"
"adephylo","1.1-4","Archive/adephylo/adephylo_1.1-4.tar.gz","adephylo_1.1-4.dcf"
"adephylo","1.1-5","Archive/adephylo/adephylo_1.1-5.tar.gz","adephylo_1.1-5.dcf"
"adephylo","1.1-6","adephylo_1.1-6.tar.gz","adephylo_1.1-6.dcf"
"AdequacyModel","1.0.1","Archive/AdequacyModel/AdequacyModel_1.0.1.tar.gz","AdequacyModel_1.0.1.dcf"
"AdequacyModel","1.0.2","Archive/AdequacyModel/AdequacyModel_1.0.2.tar.gz","AdequacyModel_1.0.2.dcf"
"AdequacyModel","1.0.3","Archive/AdequacyModel/AdequacyModel_1.0.3.tar.gz","AdequacyModel_1.0.3.dcf"
"AdequacyModel","1.0.4","Archive/AdequacyModel/AdequacyModel_1.0.4.tar.gz","AdequacyModel_1.0.4.dcf"
"AdequacyModel","1.0.5","Archive/AdequacyModel/AdequacyModel_1.0.5.tar.gz","AdequacyModel_1.0.5.dcf"
"AdequacyModel","1.0.6","Archive/AdequacyModel/AdequacyModel_1.0.6.tar.gz","AdequacyModel_1.0.6.dcf"
"AdequacyModel","1.0.7","Archive/AdequacyModel/AdequacyModel_1.0.7.tar.gz","AdequacyModel_1.0.7.dcf"
"AdequacyModel","1.0","Archive/AdequacyModel/AdequacyModel_1.0.tar.gz","AdequacyModel_1.0.dcf"
"AdequacyModel","1.0.8","AdequacyModel_1.0.8.tar.gz","AdequacyModel_1.0.8.dcf"
"ADGofTest","0.1","Archive/ADGofTest/ADGofTest_0.1.tar.gz","ADGofTest_0.1.dcf"
"ADGofTest","0.3","ADGofTest_0.3.tar.gz","ADGofTest_0.3.dcf"
"adhoc","1.0","adhoc_1.0.tar.gz","adhoc_1.0.dcf"
"adimpro","0.4.0","Archive/adimpro/adimpro_0.4.0.tar.gz","adimpro_0.4.0.dcf"
"adimpro","0.4.1","Archive/adimpro/adimpro_0.4.1.tar.gz","adimpro_0.4.1.dcf"
"adimpro","0.4.2","Archive/adimpro/adimpro_0.4.2.tar.gz","adimpro_0.4.2.dcf"
"adimpro","0.4.3","Archive/adimpro/adimpro_0.4.3.tar.gz","adimpro_0.4.3.dcf"
"adimpro","0.4.4","Archive/adimpro/adimpro_0.4.4.tar.gz","adimpro_0.4.4.dcf"
"adimpro","0.6.1","Archive/adimpro/adimpro_0.6.1.tar.gz","adimpro_0.6.1.dcf"
"adimpro","0.6.2","Archive/adimpro/adimpro_0.6.2.tar.gz","adimpro_0.6.2.dcf"
"adimpro","0.6.3.1","Archive/adimpro/adimpro_0.6.3.1.tar.gz","adimpro_0.6.3.1.dcf"
"adimpro","0.6.3","Archive/adimpro/adimpro_0.6.3.tar.gz","adimpro_0.6.3.dcf"
"adimpro","0.7.1","Archive/adimpro/adimpro_0.7.1.tar.gz","adimpro_0.7.1.dcf"
"adimpro","0.7.2","Archive/adimpro/adimpro_0.7.2.tar.gz","adimpro_0.7.2.dcf"
"adimpro","0.7.3","Archive/adimpro/adimpro_0.7.3.tar.gz","adimpro_0.7.3.dcf"
"adimpro","0.7.4","Archive/adimpro/adimpro_0.7.4.tar.gz","adimpro_0.7.4.dcf"
"adimpro","0.7.5","Archive/adimpro/adimpro_0.7.5.tar.gz","adimpro_0.7.5.dcf"
"adimpro","0.7.6","Archive/adimpro/adimpro_0.7.6.tar.gz","adimpro_0.7.6.dcf"
"adimpro","0.7.7","Archive/adimpro/adimpro_0.7.7.tar.gz","adimpro_0.7.7.dcf"
"adimpro","0.7","Archive/adimpro/adimpro_0.7.tar.gz","adimpro_0.7.dcf"
"adimpro","0.7.8","adimpro_0.7.8.tar.gz","adimpro_0.7.8.dcf"
"adk","1.0-1","Archive/adk/adk_1.0-1.tar.gz","adk_1.0-1.dcf"
"adk","1.0-2","Archive/adk/adk_1.0-2.tar.gz","adk_1.0-2.dcf"
"adk","1.0","Archive/adk/adk_1.0.tar.gz","adk_1.0.dcf"
"adlift","0.7-1","Archive/adlift/adlift_0.7-1.tar.gz","adlift_0.7-1.dcf"
"adlift","0.7-3","Archive/adlift/adlift_0.7-3.tar.gz","adlift_0.7-3.dcf"
"adlift","0.8-2","Archive/adlift/adlift_0.8-2.tar.gz","adlift_0.8-2.dcf"
"adlift","0.9-2","Archive/adlift/adlift_0.9-2.tar.gz","adlift_0.9-2.dcf"
"adlift","0.9-4","Archive/adlift/adlift_0.9-4.tar.gz","adlift_0.9-4.dcf"
"adlift","0.9-5","Archive/adlift/adlift_0.9-5.tar.gz","adlift_0.9-5.dcf"
"adlift","0.9-6","Archive/adlift/adlift_0.9-6.tar.gz","adlift_0.9-6.dcf"
"adlift","1.2-3","Archive/adlift/adlift_1.2-3.tar.gz","adlift_1.2-3.dcf"
"adlift","1.3-2","adlift_1.3-2.tar.gz","adlift_1.3-2.dcf"
"ADM3","1.0","Archive/ADM3/ADM3_1.0.tar.gz","ADM3_1.0.dcf"
"ADM3","1.1","Archive/ADM3/ADM3_1.1.tar.gz","ADM3_1.1.dcf"
"ADM3","1.2","Archive/ADM3/ADM3_1.2.tar.gz","ADM3_1.2.dcf"
"ADM3","1.3","ADM3_1.3.tar.gz","ADM3_1.3.dcf"
"AdMit","1-00.02","Archive/AdMit/AdMit_1-00.02.tar.gz","AdMit_1-00.02.dcf"
"AdMit","1-00.04","Archive/AdMit/AdMit_1-00.04.tar.gz","AdMit_1-00.04.dcf"
"AdMit","1-01.01","Archive/AdMit/AdMit_1-01.01.tar.gz","AdMit_1-01.01.dcf"
"AdMit","1-01.02","Archive/AdMit/AdMit_1-01.02.tar.gz","AdMit_1-01.02.dcf"
"AdMit","1-01.03.1","Archive/AdMit/AdMit_1-01.03.1.tar.gz","AdMit_1-01.03.1.dcf"
"AdMit","1-01.03","Archive/AdMit/AdMit_1-01.03.tar.gz","AdMit_1-01.03.dcf"
"AdMit","1-01.04","Archive/AdMit/AdMit_1-01.04.tar.gz","AdMit_1-01.04.dcf"
"AdMit","1-01.06","Archive/AdMit/AdMit_1-01.06.tar.gz","AdMit_1-01.06.dcf"
"ads","1.2-10","Archive/ads/ads_1.2-10.tar.gz","ads_1.2-10.dcf"
"ads","1.2-11","Archive/ads/ads_1.2-11.tar.gz","ads_1.2-11.dcf"
"ads","1.2-13","Archive/ads/ads_1.2-13.tar.gz","ads_1.2-13.dcf"
"ads","1.2-4","Archive/ads/ads_1.2-4.tar.gz","ads_1.2-4.dcf"
"ads","1.2-5","Archive/ads/ads_1.2-5.tar.gz","ads_1.2-5.dcf"
"ads","1.2-6","Archive/ads/ads_1.2-6.tar.gz","ads_1.2-6.dcf"
"ads","1.2-7","Archive/ads/ads_1.2-7.tar.gz","ads_1.2-7.dcf"
"ads","1.2-9","Archive/ads/ads_1.2-9.tar.gz","ads_1.2-9.dcf"
"ads","1.3-1","Archive/ads/ads_1.3-1.tar.gz","ads_1.3-1.dcf"
"ads","1.3-3","ads_1.3-3.tar.gz","ads_1.3-3.dcf"
"Aelasticnet","2.13.1","Archive/Aelasticnet/Aelasticnet_2.13.1.tar.gz","Aelasticnet_2.13.1.dcf"
"AER","0.2-1","Archive/AER/AER_0.2-1.tar.gz","AER_0.2-1.dcf"
"AER","0.2-2","Archive/AER/AER_0.2-2.tar.gz","AER_0.2-2.dcf"
"AER","0.9-0","Archive/AER/AER_0.9-0.tar.gz","AER_0.9-0.dcf"
"AER","1.0-0","Archive/AER/AER_1.0-0.tar.gz","AER_1.0-0.dcf"
"AER","1.0-1","Archive/AER/AER_1.0-1.tar.gz","AER_1.0-1.dcf"
"AER","1.1-0","Archive/AER/AER_1.1-0.tar.gz","AER_1.1-0.dcf"
"AER","1.1-1","Archive/AER/AER_1.1-1.tar.gz","AER_1.1-1.dcf"
"AER","1.1-2","Archive/AER/AER_1.1-2.tar.gz","AER_1.1-2.dcf"
"AER","1.1-3","Archive/AER/AER_1.1-3.tar.gz","AER_1.1-3.dcf"
"AER","1.1-4","Archive/AER/AER_1.1-4.tar.gz","AER_1.1-4.dcf"
"AER","1.1-5","Archive/AER/AER_1.1-5.tar.gz","AER_1.1-5.dcf"
"AER","1.1-6","Archive/AER/AER_1.1-6.tar.gz","AER_1.1-6.dcf"
"AER","1.1-7","Archive/AER/AER_1.1-7.tar.gz","AER_1.1-7.dcf"
"AER","1.1-8","Archive/AER/AER_1.1-8.tar.gz","AER_1.1-8.dcf"
"AER","1.1-9","Archive/AER/AER_1.1-9.tar.gz","AER_1.1-9.dcf"
"AER","1.2-0","Archive/AER/AER_1.2-0.tar.gz","AER_1.2-0.dcf"
"AER","1.2-1","AER_1.2-1.tar.gz","AER_1.2-1.dcf"
"afc","1.03","Archive/afc/afc_1.03.tar.gz","afc_1.03.dcf"
"afc","1.0","Archive/afc/afc_1.0.tar.gz","afc_1.0.dcf"
"afex","0.2-26","Archive/afex/afex_0.2-26.tar.gz","afex_0.2-26.dcf"
"afex","0.3-42","Archive/afex/afex_0.3-42.tar.gz","afex_0.3-42.dcf"
"afex","0.4-57","Archive/afex/afex_0.4-57.tar.gz","afex_0.4-57.dcf"
"afex","0.5-71","Archive/afex/afex_0.5-71.tar.gz","afex_0.5-71.dcf"
"afex","0.6-82","Archive/afex/afex_0.6-82.tar.gz","afex_0.6-82.dcf"
"afex","0.7-90","afex_0.7-90.tar.gz","afex_0.7-90.dcf"
"AFLPsim","0.1-3","Archive/AFLPsim/AFLPsim_0.1-3.tar.gz","AFLPsim_0.1-3.dcf"
"AFLPsim","0.1-4","Archive/AFLPsim/AFLPsim_0.1-4.tar.gz","AFLPsim_0.1-4.dcf"
"AFLPsim","0.2-2","AFLPsim_0.2-2.tar.gz","AFLPsim_0.2-2.dcf"
"afmtools","0.1.0","Archive/afmtools/afmtools_0.1.0.tar.gz","afmtools_0.1.0.dcf"
"afmtools","0.1.1","Archive/afmtools/afmtools_0.1.1.tar.gz","afmtools_0.1.1.dcf"
"afmtools","0.1.2","Archive/afmtools/afmtools_0.1.2.tar.gz","afmtools_0.1.2.dcf"
"afmtools","0.1.4","Archive/afmtools/afmtools_0.1.4.tar.gz","afmtools_0.1.4.dcf"
"afmtools","0.1.5","Archive/afmtools/afmtools_0.1.5.tar.gz","afmtools_0.1.5.dcf"
"afmtools","0.1.6","Archive/afmtools/afmtools_0.1.6.tar.gz","afmtools_0.1.6.dcf"
"afmtools","0.1.7","Archive/afmtools/afmtools_0.1.7.tar.gz","afmtools_0.1.7.dcf"
"afmtools","0.1.8","Archive/afmtools/afmtools_0.1.8.tar.gz","afmtools_0.1.8.dcf"
"aftgee","0.3-13","Archive/aftgee/aftgee_0.3-13.tar.gz","aftgee_0.3-13.dcf"
"aftgee","0.3-14","Archive/aftgee/aftgee_0.3-14.tar.gz","aftgee_0.3-14.dcf"
"aftgee","0.3-20","Archive/aftgee/aftgee_0.3-20.tar.gz","aftgee_0.3-20.dcf"
"aftgee","0.3-5","Archive/aftgee/aftgee_0.3-5.tar.gz","aftgee_0.3-5.dcf"
"aftgee","0.3-7","Archive/aftgee/aftgee_0.3-7.tar.gz","aftgee_0.3-7.dcf"
"agce","1.0","Archive/agce/agce_1.0.tar.gz","agce_1.0.dcf"
"agce","1.1","Archive/agce/agce_1.1.tar.gz","agce_1.1.dcf"
"agce","1.2","Archive/agce/agce_1.2.tar.gz","agce_1.2.dcf"
"AGD","0.30","AGD_0.30.tar.gz","AGD_0.30.dcf"
"ageprior","0.9.2","Archive/ageprior/ageprior_0.9.2.tar.gz","ageprior_0.9.2.dcf"
"aggrisk","1.0","Archive/aggrisk/aggrisk_1.0.tar.gz","aggrisk_1.0.dcf"
"agilp","1.0","Archive/agilp/agilp_1.0.tar.gz","agilp_1.0.dcf"
"agop","0.1-1","Archive/agop/agop_0.1-1.tar.gz","agop_0.1-1.dcf"
"agop","0.1-3","agop_0.1-3.tar.gz","agop_0.1-3.dcf"
"agRee","0.1-1","Archive/agRee/agRee_0.1-1.tar.gz","agRee_0.1-1.dcf"
"agRee","0.1-2","Archive/agRee/agRee_0.1-2.tar.gz","agRee_0.1-2.dcf"
"agRee","0.2-0","Archive/agRee/agRee_0.2-0.tar.gz","agRee_0.2-0.dcf"
"agRee","0.2-1","Archive/agRee/agRee_0.2-1.tar.gz","agRee_0.2-1.dcf"
"agRee","0.2-2","agRee_0.2-2.tar.gz","agRee_0.2-2.dcf"
"agreement","1.0-1","Archive/agreement/agreement_1.0-1.tar.gz","agreement_1.0-1.dcf"
"Agreement","0.8-1","Agreement_0.8-1.tar.gz","Agreement_0.8-1.dcf"
"agricolae","1.0-1","Archive/agricolae/agricolae_1.0-1.tar.gz","agricolae_1.0-1.dcf"
"agricolae","1.0-2","Archive/agricolae/agricolae_1.0-2.tar.gz","agricolae_1.0-2.dcf"
"agricolae","1.0-3","Archive/agricolae/agricolae_1.0-3.tar.gz","agricolae_1.0-3.dcf"
"agricolae","1.0-4","Archive/agricolae/agricolae_1.0-4.tar.gz","agricolae_1.0-4.dcf"
"agricolae","1.0-5","Archive/agricolae/agricolae_1.0-5.tar.gz","agricolae_1.0-5.dcf"
"agricolae","1.0-6","Archive/agricolae/agricolae_1.0-6.tar.gz","agricolae_1.0-6.dcf"
"agricolae","1.0-7","Archive/agricolae/agricolae_1.0-7.tar.gz","agricolae_1.0-7.dcf"
"agricolae","1.0-8","Archive/agricolae/agricolae_1.0-8.tar.gz","agricolae_1.0-8.dcf"
"agricolae","1.0-9","Archive/agricolae/agricolae_1.0-9.tar.gz","agricolae_1.0-9.dcf"
"agricolae","1.0","Archive/agricolae/agricolae_1.0.tar.gz","agricolae_1.0.dcf"
"agricolae","1.1-0","Archive/agricolae/agricolae_1.1-0.tar.gz","agricolae_1.1-0.dcf"
"agricolae","1.1-1","Archive/agricolae/agricolae_1.1-1.tar.gz","agricolae_1.1-1.dcf"
"agricolae","1.1-2","Archive/agricolae/agricolae_1.1-2.tar.gz","agricolae_1.1-2.dcf"
"agricolae","1.1-3","Archive/agricolae/agricolae_1.1-3.tar.gz","agricolae_1.1-3.dcf"
"agricolae","1.1-4","Archive/agricolae/agricolae_1.1-4.tar.gz","agricolae_1.1-4.dcf"
"agricolae","1.1-5","Archive/agricolae/agricolae_1.1-5.tar.gz","agricolae_1.1-5.dcf"
"agricolae","1.1-6","Archive/agricolae/agricolae_1.1-6.tar.gz","agricolae_1.1-6.dcf"
"agricolae","1.1-7","agricolae_1.1-7.tar.gz","agricolae_1.1-7.dcf"
"agridat","1.00","Archive/agridat/agridat_1.00.tar.gz","agridat_1.00.dcf"
"agridat","1.01","Archive/agridat/agridat_1.01.tar.gz","agridat_1.01.dcf"
"agridat","1.2","Archive/agridat/agridat_1.2.tar.gz","agridat_1.2.dcf"
"agridat","1.3","Archive/agridat/agridat_1.3.tar.gz","agridat_1.3.dcf"
"agridat","1.4","Archive/agridat/agridat_1.4.tar.gz","agridat_1.4.dcf"
"agridat","1.5","Archive/agridat/agridat_1.5.tar.gz","agridat_1.5.dcf"
"agridat","1.6","Archive/agridat/agridat_1.6.tar.gz","agridat_1.6.dcf"
"agridat","1.7","Archive/agridat/agridat_1.7.tar.gz","agridat_1.7.dcf"
"agridat","1.8","agridat_1.8.tar.gz","agridat_1.8.dcf"
"agrmt","0.26","Archive/agrmt/agrmt_0.26.tar.gz","agrmt_0.26.dcf"
"agrmt","1.30","Archive/agrmt/agrmt_1.30.tar.gz","agrmt_1.30.dcf"
"agrmt","1.31","agrmt_1.31.tar.gz","agrmt_1.31.dcf"
"AGSDest","1.0","Archive/AGSDest/AGSDest_1.0.tar.gz","AGSDest_1.0.dcf"
"AGSDest","2.0","Archive/AGSDest/AGSDest_2.0.tar.gz","AGSDest_2.0.dcf"
"AGSDest","2.1","AGSDest_2.1.tar.gz","AGSDest_2.1.dcf"
"agsemisc","1.1-3","Archive/agsemisc/agsemisc_1.1-3.tar.gz","agsemisc_1.1-3.dcf"
"agsemisc","1.2-1","Archive/agsemisc/agsemisc_1.2-1.tar.gz","agsemisc_1.2-1.dcf"
"ahaz","1.0","Archive/ahaz/ahaz_1.0.tar.gz","ahaz_1.0.dcf"
"ahaz","1.11","Archive/ahaz/ahaz_1.11.tar.gz","ahaz_1.11.dcf"
"ahaz","1.12","Archive/ahaz/ahaz_1.12.tar.gz","ahaz_1.12.dcf"
"ahaz","1.13","Archive/ahaz/ahaz_1.13.tar.gz","ahaz_1.13.dcf"
"ahaz","1.1","Archive/ahaz/ahaz_1.1.tar.gz","ahaz_1.1.dcf"
"ahaz","1.14","ahaz_1.14.tar.gz","ahaz_1.14.dcf"
"AICcmodavg","1.01","Archive/AICcmodavg/AICcmodavg_1.01.tar.gz","AICcmodavg_1.01.dcf"
"AICcmodavg","1.02","Archive/AICcmodavg/AICcmodavg_1.02.tar.gz","AICcmodavg_1.02.dcf"
"AICcmodavg","1.03","Archive/AICcmodavg/AICcmodavg_1.03.tar.gz","AICcmodavg_1.03.dcf"
"AICcmodavg","1.04","Archive/AICcmodavg/AICcmodavg_1.04.tar.gz","AICcmodavg_1.04.dcf"
"AICcmodavg","1.05","Archive/AICcmodavg/AICcmodavg_1.05.tar.gz","AICcmodavg_1.05.dcf"
"AICcmodavg","1.06","Archive/AICcmodavg/AICcmodavg_1.06.tar.gz","AICcmodavg_1.06.dcf"
"AICcmodavg","1.07","Archive/AICcmodavg/AICcmodavg_1.07.tar.gz","AICcmodavg_1.07.dcf"
"AICcmodavg","1.08","Archive/AICcmodavg/AICcmodavg_1.08.tar.gz","AICcmodavg_1.08.dcf"
"AICcmodavg","1.09","Archive/AICcmodavg/AICcmodavg_1.09.tar.gz","AICcmodavg_1.09.dcf"
"AICcmodavg","1.0","Archive/AICcmodavg/AICcmodavg_1.0.tar.gz","AICcmodavg_1.0.dcf"
"AICcmodavg","1.10","Archive/AICcmodavg/AICcmodavg_1.10.tar.gz","AICcmodavg_1.10.dcf"
"AICcmodavg","1.11","Archive/AICcmodavg/AICcmodavg_1.11.tar.gz","AICcmodavg_1.11.dcf"
"AICcmodavg","1.12","Archive/AICcmodavg/AICcmodavg_1.12.tar.gz","AICcmodavg_1.12.dcf"
"AICcmodavg","1.13","Archive/AICcmodavg/AICcmodavg_1.13.tar.gz","AICcmodavg_1.13.dcf"
"AICcmodavg","1.14","Archive/AICcmodavg/AICcmodavg_1.14.tar.gz","AICcmodavg_1.14.dcf"
"AICcmodavg","1.15","Archive/AICcmodavg/AICcmodavg_1.15.tar.gz","AICcmodavg_1.15.dcf"
"AICcmodavg","1.16","Archive/AICcmodavg/AICcmodavg_1.16.tar.gz","AICcmodavg_1.16.dcf"
"AICcmodavg","1.17","Archive/AICcmodavg/AICcmodavg_1.17.tar.gz","AICcmodavg_1.17.dcf"
"AICcmodavg","1.18","Archive/AICcmodavg/AICcmodavg_1.18.tar.gz","AICcmodavg_1.18.dcf"
"AICcmodavg","1.19","Archive/AICcmodavg/AICcmodavg_1.19.tar.gz","AICcmodavg_1.19.dcf"
"AICcmodavg","1.20","Archive/AICcmodavg/AICcmodavg_1.20.tar.gz","AICcmodavg_1.20.dcf"
"AICcmodavg","1.21","Archive/AICcmodavg/AICcmodavg_1.21.tar.gz","AICcmodavg_1.21.dcf"
"AICcmodavg","1.22","Archive/AICcmodavg/AICcmodavg_1.22.tar.gz","AICcmodavg_1.22.dcf"
"AICcmodavg","1.23","Archive/AICcmodavg/AICcmodavg_1.23.tar.gz","AICcmodavg_1.23.dcf"
"AICcmodavg","1.24","Archive/AICcmodavg/AICcmodavg_1.24.tar.gz","AICcmodavg_1.24.dcf"
"AICcmodavg","1.25","Archive/AICcmodavg/AICcmodavg_1.25.tar.gz","AICcmodavg_1.25.dcf"
"AICcmodavg","1.26","Archive/AICcmodavg/AICcmodavg_1.26.tar.gz","AICcmodavg_1.26.dcf"
"AICcmodavg","1.27","Archive/AICcmodavg/AICcmodavg_1.27.tar.gz","AICcmodavg_1.27.dcf"
